,Player Name,Pos,Value,NFL_Team
77,David Njoku,TE6,5493,CLE
78,Jonathon Brooks,RB27,5470,CAR
79,Jordan Addison,WR35,5425,MIN
80,Keon Coleman,WR36,5391,BUF
81,Justin Herbert,QB13,5346,LAC
82,T.J. Hockenson,TE7,5312,MIN
83,Amari Cooper,WR37,5299,BUF
84,Najee Harris,RB28,5256,PIT
85,Caleb Williams,QB14,5240,CHI
86,Kyle Pitts,TE8,5234,ATL
87,Kirk Cousins,QB15,5219,ATL
88,Dalton Kincaid,TE9,5214,BUF
89,Rachaad White,RB29,5161,TBB
90,Rashee Rice,WR38,5095,KCC
91,Drake Maye,QB16,5084,NEP
92,Cade Otton,TE10,5083,TBB
93,Michael Pittman,WR39,5059,IND
94,Xavier Worthy,WR40,5026,KCC
95,Bo Nix,QB17,5004,DEN
96,Courtland Sutton,WR41,5000,DEN
97,Tank Bigsby,RB30,4987,JAC
98,Khalil Shakir,WR42,4975,BUF
99,Brandon Aiyuk,WR43,4855,SFO
100,Braelon Allen,RB31,4854,NYJ
101,Travis Etienne,RB32,4843,JAC
102,Nick Chubb,RB33,4798,CLE
103,Diontae Johnson,WR44,4762,BAL
104,Dallas Goedert,TE11,4750,PHI
105,Jakobi Meyers,WR45,4735,LVR
106,Jordan Mason,RB34,4724,SFO
107,Ricky Pearsall,WR46,4707,SFO
108,Mark Andrews,TE12,4695,BAL
109,Cole Kmet,TE13,4688,CHI
110,Jake Ferguson,TE14,4677,DAL
111,DeAndre Hopkins,WR47,4652,KCC
112,Xavier Legette,WR48,4649,CAR
113,Tyler Allgeier,RB35,4649,ATL
114,Chris Godwin,WR49,4634,TBB
115,Romeo Doubs,WR50,4630,GBP
116,Wan'Dale Robinson,WR51,4621,NYG
117,Tua Tagovailoa,QB18,4562,MIA
118,Kareem Hunt,RB36,4525,KCC
119,Dak Prescott,QB19,4519,DAL
120,Evan Engram,TE15,4517,JAC
121,Pat Freiermuth,TE16,4453,PIT
122,Anthony Richardson,QB20,4436,IND
123,Zach Charbonnet,RB37,4401,SEA
124,Matthew Stafford,QB21,4383,LAR
125,Trey Benson,RB38,4382,ARI
126,Javonte Williams,RB39,4361,DEN
127,Stefon Diggs,WR52,4351,HOU
128,Alexander Mattison,RB40,4348,LVR
129,Quentin Johnston,WR53,4344,LAC
130,Sam Darnold,QB22,4270,MIN
131,Austin Ekeler,RB41,4269,WAS
132,Justin Fields,QB23,4229,PIT
133,Rashod Bateman,WR54,4188,BAL
134,Jerry Jeudy,WR55,4159,CLE
135,Tyjae Spears,RB42,4153,TEN
136,Christian Watson,WR56,4083,GBP
137,Jaylen Warren,RB43,4078,PIT
138,Christian Kirk,WR57,4069,JAC
139,Trevor Lawrence,QB24,4026,JAC
140,Tyler Lockett,WR58,4024,SEA
141,Hunter Henry,TE17,4022,NEP
142,Keenan Allen,WR59,4021,CHI
143,Alec Pierce,WR60,3975,IND
144,Pittsburgh Steelers,DST1,3971,PIT
145,Jalen McMillan,WR61,3961,TBB
146,Younghoe Koo,PK1,3955,ATL
147,Adonai Mitchell,WR62,3930,IND
148,Isaiah Likely,TE18,3929,BAL
149,Rashid Shaheed,WR63,3914,NOS
150,Devin Singletary,RB44,3886,NYG
151,Luke McCaffrey,WR64,3813,WAS
152,Troy Franklin,WR65,3808,DEN
153,Zack Moss,RB45,3799,CIN
154,Dalton Schultz,TE19,3785,HOU
155,Aaron Rodgers,QB25,3732,NYJ
156,Joshua Palmer,WR66,3715,LAC
157,MarShawn Lloyd,RB46,3710,GBP
158,Mike Gesicki,TE20,3703,CIN
159,Roschon Johnson,RB47,3693,CHI
160,Jaylen Wright,RB48,3651,MIA
161,Gabriel Davis,WR67,3636,JAC
162,Kansas City Chiefs,DST2,3611,KCC
163,Blake Corum,RB49,3609,LAR
164,Elijah Moore,WR68,3609,CLE
165,Zach Ertz,TE21,3605,WAS
166,San Francisco 49ers,DST3,3604,SFO
167,Jonnu Smith,TE22,3596,MIA
168,Tutu Atwell,WR69,3591,LAR
169,Harrison Butker,PK2,3570,KCC
170,Kendre Miller,RB50,3566,NOS
171,Allen Lazard,WR70,3557,NYJ
172,New York Jets,DST4,3556,NYJ
173,Buffalo Bills,DST5,3516,BUF
174,Raheem Mostert,RB51,3509,MIA
175,Ja'Lynn Polk,WR71,3507,NEP
176,Ray Davis,RB52,3488,BUF
177,Noah Fant,TE23,3486,SEA
178,Jalen Tolbert,WR72,3474,DAL
179,Justin Tucker,PK3,3435,BAL
180,Jake Elliott,PK4,3406,PHI
181,Curtis Samuel,WR73,3378,BUF
182,Jerome Ford,RB53,3373,CLE
183,Audric Estime,RB54,3353,DEN
184,Khalil Herbert,RB55,3328,CIN
185,Mike Williams,WR74,3302,PIT
186,Darius Slayton,WR75,3271,NYG
187,Roman Wilson,WR76,3245,PIT
188,Taysom Hill,QB26,3240,NOS
189,Minnesota Vikings,DST6,3227,MIN
190,Derek Carr,QB27,3201,NOS
191,Dawson Knox,TE24,3154,BUF
192,Daniel Jones,QB28,3153,NYG
193,Ty Chandler,RB56,3148,MIN
194,Trey Sermon,RB57,3109,IND
195,Jermaine Burton,WR77,3100,CIN
196,Gus Edwards,RB58,3093,LAC
197,Baltimore Ravens,DST7,3090,BAL
198,Cedric Tillman,WR78,3087,CLE
199,Zamir White,RB59,3066,LVR
200,Luke Musgrave,TE25,3056,GBP
201,Michael Penix Jr.,QB29,3037,ATL
202,Ja'Tavion Sanders,TE26,2974,CAR
203,Tyler Bass,PK5,2968,BUF
204,Josh Reynolds,WR79,2963,DEN
205,Philadelphia Eagles,DST8,2918,PHI
206,Evan McPherson,PK6,2893,CIN
207,Zay Jones,WR80,2865,ARI
208,Russell Wilson,QB30,2848,PIT
209,Dameon Pierce,RB60,2844,HOU
210,Malachi Corley,WR81,2843,NYJ
211,Adam Thielen,WR82,2828,CAR
212,Antonio Gibson,RB61,2815,NEP
213,Jalin Hyatt,WR83,2794,NYG
214,Detroit Lions,DST9,2731,DET
215,Brandin Cooks,WR84,2719,DAL
216,Will Levis,QB31,2717,TEN
217,Marquise Brown,WR85,2705,KCC
218,John Metchie,WR86,2680,HOU
219,Rondale Moore,WR87,2644,ATL
220,Michael Mayer,TE27,2614,LVR
221,Dyami Brown,WR88,2586,WAS
222,Marvin Mims,WR89,2573,DEN
223,Treylon Burks,WR90,2566,TEN
224,Calvin Austin III,WR91,2554,PIT
225,Parker Washington,WR92,2526,JAC
226,Tyler Boyd,WR94,2512,TEN
227,Kendrick Bourne,WR93,2512,NEP
228,Noah Gray,TE28,2507,KCC
229,Tyler Higbee,TE29,2482,LAR
230,D.J. Chark,WR95,2405,LAC
231,Miles Sanders,RB62,2388,CAR
232,D'Onta Foreman,RB63,2384,CLE
233,Greg Dulcich,TE30,2362,DEN
234,Kenneth Gainwell,RB64,2362,PHI
235,Sean Tucker,RB65,2360,TBB
236,JuJu Smith-Schuster,WR96,2353,KCC
237,Jamaal Williams,RB66,2346,NOS
238,Jahan Dotson,WR97,2334,PHI
239,Cleveland Browns,DST10,2324,CLE
240,Chigoziem Okonkwo,TE31,2253,TEN
241,Will Shipley,RB68,2188,PHI
242,Ezekiel Elliott,RB67,2188,DAL
243,Kayshon Boutte,WR98,2154,NEP
244,Devontez Walker,WR99,2145,BAL
245,Bryce Young,QB32,2099,CAR
246,Chicago Bears,DST11,2041,CHI
247,Daniel Carlson,PK7,2009,LVR
248,J.J. McCarthy,QB33,2008,MIN
249,Eric Gray,RB70,2004,NYG
250,New Orleans Saints,DST12,2003,NOS
251,Los Angeles Chargers,DST13,1986,LAC
252,Xavier Hutchinson,WR100,1976,HOU
253,Mecole Hardman,WR101,1942,KCC
254,Van Jefferson,WR102,1921,PIT
255,Clyde Edwards-Helaire,RB71,1918,KCC
256,Jason Myers,PK8,1892,SEA
257,Darnell Washington,TE33,1891,PIT
258,Dallas Cowboys,DST14,1852,DAL
259,Jason Sanders,PK9,1812,MIA
260,Green Bay Packers,DST15,1762,GBP
261,Deuce Vaughn,RB72,1751,DAL
262,Brevin Jordan,TE34,1729,HOU
263,Jeffery Wilson,RB73,1674,MIA
264,Johnny Wilson,WR105,1668,PHI
265,Skyy Moore,WR106,1639,KCC
266,Houston Texans,DST16,1638,HOU
267,Cameron Dicker,PK10,1618,LAC
268,Pierre Strong Jr.,RB75,1615,CLE
269,Tyquan Thornton,WR107,1609,FA
270,Seattle Seahawks,DST17,1593,SEA
271,Sam Howell,QB34,1549,SEA
272,Deshaun Watson,QB35,1536,CLE
273,Greg Zuerlein,PK11,1527,NYJ
274,KJ Hamler,WR108,1495,BUF
275,Jelani Woods,TE35,1494,IND
276,David Bell,WR110,1444,CLE
277,Elijah Mitchell,RB76,1423,SFO
278,Matt Gay,PK12,1412,IND
279,Austin Hooper,TE37,1402,NEP
280,Jase McClellan,RB77,1392,ATL
281,Marquez Valdes-Scantling,WR112,1376,NOS
282,Robert Woods,WR113,1371,HOU
283,Brenden Rice,WR114,1357,LAC
284,Israel Abanikanda,RB78,1302,NYJ
285,Gerald Everett,TE38,1290,CHI
286,Zach Wilson,QB36,1247,DEN
287,Parris Campbell,WR115,1224,FA
288,Matt Prater,PK13,1210,ARI
289,Brandon McManus,PK14,1173,GBP
290,Kenny Pickett,QB37,1171,PHI
291,Julio Jones,WR119,1169,FA
292,Terrace Marshall,WR120,1168,LVR
293,Hunter Renfrow,WR121,1167,FA
294,Dalvin Cook,RB83,1162,DAL
295,Wil Lutz,PK15,1153,DEN
296,Chase Edmonds,RB88,1149,TBB
297,Carson Wentz,QB39,1149,KCC
298,Tyrion Davis-Price,RB91,1141,FA
299,Isaiah Spiller,RB95,1136,FA
300,Malik Willis,QB42,1133,GBP
301,Hassan Haskins,RB96,1133,LAC
302,Hendon Hooker,QB43,1128,DET
303,Sterling Shepard,WR146,1127,TBB
304,Marquez Callaway,WR148,1126,TBB
305,Mac Jones,QB44,1125,JAC
306,Adam Trautman,TE44,1124,DEN
307,Tampa Bay Buccaneers,DST18,1124,TBB
308,Jimmy Garoppolo,QB46,1118,LAR
309,Jameis Winston,QB47,1115,CLE
310,Trey Lance,QB48,1111,DAL
311,Desmond Ridder,QB49,1107,LVR
312,Kenyan Drake,RB106,1106,FA
313,Laviska Shenault,WR152,1103,SEA
314,AJ Dillon,RB112,1086,GBP
315,Jaheim Bell,TE49,1070,NEP
316,Michael Carter,RB114,1068,FA
317,Chris Boswell,PK17,1064,PIT
318,Graham Gano,PK18,1047,NYG
319,Kadarius Toney,WR154,1044,CLE
320,Justyn Ross,WR155,1043,KCC
321,Damien Harris,RB117,1043,FA
322,James Robinson,RB118,1039,FA
323,Zach Evans,RB120,1037,FA
324,Odell Beckham,WR156,1035,MIA
325,Cameron Latu,TE53,1017,FA
326,Russell Gage,WR158,1007,FA
327,New England Patriots,DST19,981,NEP
328,Allen Robinson,WR162,975,DET
329,Rakim Jarrett,WR163,974,TBB
330,Michael Thomas,WR164,970,FA
331,Leonard Fournette,RB126,969,FA
332,Miami Dolphins,DST20,958,MIA
333,Donovan Peoples-Jones,WR167,950,FA
334,Darren Waller,TE58,907,FA
335,Brandon Aubrey,PK20,905,DAL
336,Joey Slye,PK21,904,NEP
337,Cairo Santos,PK22,902,CHI
338,Ka'imi Fairbairn,PK23,859,HOU
339,Dustin Hopkins,PK24,811,CLE
340,Los Angeles Rams,DST21,718,LAR
341,Indianapolis Colts,DST22,699,IND
342,Kyle Trask,QB55,677,TBB
343,Washington Commanders,DST23,665,WAS
344,Denver Broncos,DST24,654,DEN
345,Jacksonville Jaguars,DST25,577,JAC
346,Jake Moody,PK26,516,SFO
347,Cincinnati Bengals,DST26,482,CIN
348,Chase McLaughlin,PK27,445,TBB
349,Nick Folk,PK28,438,TEN
350,Drew Lock,QB60,434,NYG
351,Blake Grupe,PK29,417,NOS
352,New York Giants,DST27,362,NYG
353,Austin Seibert,PK32,311,WAS
354,Jake Bates,PK33,289,DET
355,Atlanta Falcons,DST28,245,ATL
356,Chad Ryland,PK40,180,ARI
357,Tennessee Titans,DST29,173,TEN
358,Eddy Pineiro,PK41,170,CAR
359,Las Vegas Raiders,DST30,169,LVR
360,Will Reichard,PK45,138,MIN
361,Arizona Cardinals,DST31,113,ARI
362,Cam Little,PK55,78,JAC
363,Zane Gonzalez,PK61,44,WAS
364,Spencer Shrader,PK64,30,KCC
365,Anders Carlson,PK92,0,NYJ
366,Jude McAtamney,PK98,0,NYG
367,Mike Badgley,PK72,0,DET
368,Carolina Panthers,DST32,0,CAR
369,John Parker Romo,PK93,0,MIN
370,Joshua Karty,PK97,0,LAR
371,2025 Early 1st,PICK,5655.0,FA
372,2026 Early 1st,PICK,5022.0,FA
373,2025 Mid 1st,PICK,4887.0,FA
374,2027 Early 1st,PICK,4636.0,FA
375,2025 Late 1st,PICK,4475.0,FA
376,2026 Mid 1st,PICK,4450.0,FA
377,Tyrone Tracy,RB21,4214.0,NYG
378,2027 Mid 1st,PICK,4162.0,FA
379,2026 Late 1st,PICK,4058.0,FA
380,2027 Late 1st,PICK,3643.0,FA
381,2025 Early 2nd,PICK,3418.0,FA
382,Tucker Kraft,TE9,3226.0,GBP
383,2026 Early 2nd,PICK,3078.0,FA
384,2025 Mid 2nd,PICK,3043.0,FA
385,Calvin Ridley,WR51,2875.0,TEN
386,2026 Mid 2nd,PICK,2780.0,FA
387,2027 Early 2nd,PICK,2776.0,FA
388,2025 Late 2nd,PICK,2758.0,FA
389,Dontayvion Wicks,WR55,2707.0,GBP
390,Jauan Jennings,WR59,2636.0,SFO
391,2027 Mid 2nd,PICK,2631.0,FA
392,Rico Dowdle,RB43,2592.0,DAL
393,Demario Douglas,WR60,2564.0,NEP
394,2026 Late 2nd,PICK,2562.0,FA
395,2027 Late 2nd,PICK,2342.0,FA
396,Michael Wilson,WR67,2328.0,ARI
397,Jalen Coker,WR69,2281.0,CAR
398,Ben Sinnott,TE20,2232.0,WAS
399,2025 Early 3rd,PICK,2184.0,FA
400,Keaton Mitchell,RB50,2147.0,BAL
401,Isaac Guerendo,RB52,2088.0,SFO
402,Andrei Iosivas,WR74,2078.0,CIN
403,Kimani Vidal,RB54,2053.0,LAC
404,2025 Mid 3rd,PICK,2050.0,FA
405,Geno Smith,QB26,2042.0,SEA
406,2026 Early 3rd,PICK,2015.0,FA
407,Theo Johnson,TE22,1946.0,NYG
408,Jaleel McLaughlin,RB56,1923.0,DEN
409,Erick All,TE24,1861.0,CIN
410,Jordan Whittington,WR82,1854.0,LAR
411,Tre Tucker,WR83,1845.0,LVR
412,2025 Late 3rd,PICK,1817.0,FA
413,2026 Mid 3rd,PICK,1815.0,FA
414,2027 Early 3rd,PICK,1758.0,FA
415,Trey Palmer,WR84,1733.0,TBB
416,Justice Hill,RB59,1722.0,BAL
417,2026 Late 3rd,PICK,1706.0,FA
418,2027 Mid 3rd,PICK,1691.0,FA
419,Javon Baker,WR88,1643.0,NEP
420,Jalen Nailor,WR90,1594.0,MIN
421,Malik Washington,WR92,1547.0,MIA
422,Cam Akers,RB64,1539.0,MIN
423,Jonathan Mingo,WR94,1529.0,DAL
424,Emanuel Wilson,RB65,1518.0,GBP
425,Brenton Strange,TE30,1487.0,JAC
426,Devaughn Vele,WR96,1481.0,DEN
427,2027 Late 3rd,PICK,1478.0,FA
428,Ray-Ray McCloud,WR97,1449.0,ATL
429,Bub Means,WR99,1422.0,NOS
430,Demarcus Robinson,WR100,1402.0,LAR
431,Colby Parkinson,TE32,1386.0,LAR
432,2025 Early 4th,PICK,1378.0,FA
433,Noah Brown,WR102,1374.0,WAS
434,Greg Dortch,WR104,1354.0,ARI
435,Jacob Cowing,WR106,1330.0,SFO
436,2025 Mid 4th,PICK,1285.0,FA
437,2026 Early 4th,PICK,1274.0,FA
438,Tyler Goodson,RB72,1264.0,IND
439,Cade Stover,TE37,1250.0,HOU
440,2026 Mid 4th,PICK,1222.0,FA
441,Emari Demercado,RB73,1214.0,ARI
442,Tyler Conklin,TE38,1193.0,NYJ
443,2025 Late 4th,PICK,1192.0,FA
444,Carson Steele,RB74,1190.0,KCC
445,Juwan Johnson,TE39,1182.0,NOS
446,Spencer Rattler,QB34,1162.0,NOS
447,2027 Early 4th,PICK,1151.0,FA
448,Will Dissly,TE40,1147.0,LAC
449,Mason Tipton,WR114,1113.0,NOS
450,Nick Westbrook-Ikhine,WR115,1106.0,TEN
451,2027 Mid 4th,PICK,1074.0,FA
452,Tylan Wallace,WR117,1052.0,BAL
453,Ty Johnson,RB77,1036.0,BUF
454,2026 Late 4th,PICK,1034.0,FA
455,AJ Barner,TE42,1034.0,SEA
456,Tyler Johnson,WR119,1030.0,LAR
457,Bo Melton,WR120,1027.0,GBP
458,Xavier Gipson,WR122,1023.0,NYJ
459,Dylan Laube,RB78,1023.0,LVR
460,Rasheen Ali,RB79,1013.0,BAL
461,Chris Rodriguez,RB81,944.0,WAS
462,Tyler Badie,RB82,927.0,DEN
463,2027 Late 4th,PICK,926.0,FA
464,Jared Wiley,TE43,923.0,KCC
465,Frank Gore Jr.,RB83,915.0,BUF
466,Sione Vaki,RB84,904.0,DET
467,Daniel Bellinger,TE44,902.0,NYG
468,Lil'Jordan Humphrey,WR127,889.0,DEN
469,Davis Allen,TE45,878.0,LAR
470,Luke Schoonmaker,TE46,874.0,DAL
471,Isaiah Davis,RB86,873.0,NYJ
472,Tahj Washington,WR129,869.0,MIA
473,Jake Bobo,WR128,869.0,SEA
474,Elijah Higgins,TE48,858.0,ARI
475,Foster Moreau,TE49,846.0,NOS
476,K.J. Osborn,WR133,841.0,NEP
477,D'Ernest Johnson,RB88,818.0,JAC
478,Tommy Tremble,TE50,813.0,CAR
479,Gardner Minshew,QB38,790.0,LVR
480,Olamide Zaccheaus,WR138,752.0,WAS
481,Julius Chestnut,RB94,745.0,TEN
482,Samaje Perine,RB95,734.0,KCC
483,Jamari Thrash,WR140,725.0,CLE
484,Tyler Scott,WR141,716.0,CHI
485,Jeremy Ruckert,TE53,714.0,NYJ
486,KaVontae Turpin,WR142,710.0,DAL
487,Cedrick Wilson,WR143,702.0,NOS
488,Mack Hollins,WR144,699.0,BUF
489,Brock Wright,TE55,697.0,DET
490,Justin Watson,WR147,675.0,KCC
491,Josh Oliver,TE56,674.0,MIN
492,Kalif Raymond,WR148,670.0,DET
493,Ainias Smith,WR149,667.0,PHI
494,Aidan O'Connell,QB41,666.0,LVR
495,Ronnie Bell,WR150,660.0,SFO
496,Isaiah Hodgins,WR151,643.0,NYG
497,Tim Patrick,WR152,642.0,DET
498,Kylen Granson,TE58,618.0,IND
499,Kenny McIntosh,RB99,618.0,SEA
500,Derius Davis,WR153,614.0,LAC
501,Dorian Thompson-Robinson,QB42,602.0,CLE
502,Ronnie Rivers,RB100,594.0,LAR
503,Lucas Krull,TE59,593.0,DEN
504,DJ Turner,WR155,586.0,LVR
505,Joe Milton,QB44,570.0,NEP
506,Hayden Hurst,TE60,565.0,LAC
507,Andy Dalton,QB45,564.0,CAR
508,Nelson Agholor,WR156,562.0,BAL
509,Josh Whyle,TE61,541.0,TEN
510,Jordan Travis,QB46,539.0,NYJ
511,Devin Duvernay,WR158,538.0,JAC
512,Malik Heath,WR159,537.0,GBP
513,Jalen Reagor,WR160,524.0,LAC
514,Charlie Kolar,TE62,523.0,BAL
515,DeeJay Dallas,RB102,505.0,ARI
516,Tip Reiman,TE63,502.0,ARI
517,Charlie Jones,WR162,496.0,CIN
518,Ryan Flournoy,WR163,494.0,DAL
519,Drew Sample,TE64,494.0,CIN
520,Scotty Miller,WR164,482.0,PIT
521,Kyle Philips,WR165,482.0,PHI
522,Anthony Schwartz,WR166,480.0,MIA
523,Will Mallory,TE67,470.0,IND
524,Erik Ezukanma,WR167,466.0,MIA
525,Tommy DeVito,QB50,460.0,NYG
526,Kendall Milton,RB103,459.0,FA
527,Ashton Dulin,WR168,458.0,IND
528,Trayveon Williams,RB104,457.0,CIN
529,Chris Evans,RB105,455.0,CIN
530,Harrison Bryant,TE68,452.0,LVR
531,A.T. Perry,WR169,449.0,FA
532,Peyton Hendershot,TE69,448.0,KCC
533,Cordarrelle Patterson,RB107,440.0,PIT
534,Tyler Huntley,QB51,430.0,MIA
535,Craig Reynolds,RB110,410.0,DET
536,Trenton Irwin,WR171,408.0,CIN
537,Brandon Powell,WR172,400.0,MIN
538,JaMycal Hasty,RB111,398.0,NEP
539,Travis Homer,RB113,387.0,CHI
540,Andrew Ogletree,TE70,383.0,IND
541,Mo Alie-Cox,TE71,379.0,IND
542,Jacoby Brissett,QB52,371.0,NEP
543,Deonte Harty,WR173,371.0,BAL
544,Ben Skowronek,WR175,363.0,PIT
545,Jaelon Darden,WR174,363.0,CLE
546,Bryce Ford-Wheaton,WR176,354.0,NYG
547,Jake Browning,QB53,346.0,CIN
548,Trent Sherfield,WR178,338.0,MIN
549,Deven Thompkins,WR179,336.0,CAR
550,Justin Shorter,WR180,334.0,LVR
551,Raheem Blackshear,RB115,330.0,CAR
552,Hunter Long,TE72,322.0,LAR
553,Mason Rudolph,QB55,321.0,TEN
554,Tanner Hudson,TE73,317.0,CIN
555,Ihmir Smith-Marsette,WR182,317.0,NYG
556,David Moore,WR183,316.0,CAR
557,Joe Flacco,QB57,303.0,IND
558,Joshua Kelley,RB116,303.0,TEN
559,John Bates,TE74,298.0,WAS
560,Evan Hull,RB117,291.0,FA
561,Ian Thomas,TE75,284.0,CAR
562,Durham Smythe,TE76,251.0,MIA
563,Zach Pascal,WR187,246.0,ARI
564,Albert Okwuegbunam,TE77,230.0,FA
565,Cooper Rush,QB58,228.0,DAL
566,Braxton Berrios,WR189,218.0,MIA
567,Tyson Bagent,QB60,212.0,CHI
568,Nyheim Hines,RB119,211.0,CLE
569,Davis Mills,QB61,173.0,HOU
570,Bailey Zappe,QB62,172.0,CLE
571,Joshua Dobbs,QB63,171.0,SFO
572,Stetson Bennett,QB64,157.0,LAR
573,Skylar Thompson,QB65,138.0,MIA
574,Kene Nwangwu,RB125,138.0,FA
575,Clayton Tune,QB66,133.0,ARI
576,Jarrett Stidham,QB68,131.0,DEN
577,Tyrod Taylor,QB70,131.0,NYJ
578,Sam Ehlinger,QB72,131.0,IND
579,Taylor Heinicke,QB77,128.0,LAC
580,Mitchell Trubisky,QB76,128.0,BUF
581,Nick Mullens,QB79,112.0,MIN
582,Marcus Mariota,QB80,101.0,WAS
583,Jake Haener,QB83,84.0,NOS
584,Kyle Allen,QB85,41.0,PIT
