,Player Name,Pos,Value,NFL_Team
80,Michael Pittman,WR34,5606,IND
81,Jacory Croskey-Merritt,RB27,5605,WAS
82,Trey Benson,RB28,5601,ARI
83,Jakobi Meyers,WR36,5599,LVR
84,Deebo Samuel,WR37,5564,WAS
85,Mike Evans,WR38,5521,TBB
86,Zach Charbonnet,RB29,5451,SEA
87,Kyler Murray,QB14,5397,ARI
88,Juwan Johnson,TE8,5388,NOS
89,J.K. Dobbins,RB30,5351,DEN
90,Jared Goff,QB15,5335,DET
91,D'Andre Swift,RB31,5328,CHI
92,Matthew Golden,WR39,5313,GBP
93,RJ Harvey,RB32,5235,DEN
94,Keon Coleman,WR40,5217,BUF
95,Tony Pollard,RB33,5196,TEN
96,Justin Fields,QB16,5157,NYJ
97,Khalil Shakir,WR41,5128,BUF
98,Quentin Johnston,WR42,5094,LAC
99,C.J. Stroud,QB17,5080,HOU
100,T.J. Hockenson,TE9,5061,MIN
101,Dalton Kincaid,TE10,5041,BUF
102,Kyle Pitts,TE11,5033,ATL
103,Chris Godwin,WR43,4953,TBB
104,D.J. Moore,WR44,4916,CHI
105,Jayden Reed,WR45,4893,GBP
106,Jauan Jennings,WR46,4844,SFO
107,Brock Purdy,QB18,4832,SFO
108,Trevor Lawrence,QB19,4827,JAC
109,J.J. McCarthy,QB20,4798,MIN
110,Isiah Pacheco,RB34,4763,KCC
111,Tyrone Tracy,RB35,4726,NYG
112,Calvin Ridley,WR47,4713,TEN
113,Daniel Jones,QB21,4648,IND
114,Brandon Aubrey,PK1,4640,DAL
115,David Njoku,TE12,4586,CLE
116,Travis Kelce,TE13,4572,KCC
117,Josh Downs,WR48,4564,IND
118,Tyreek Hill,WR49,4557,MIA
119,Denver Broncos,DST1,4528,DEN
120,Brandon Aiyuk,WR50,4523,SFO
121,James Conner,RB36,4516,ARI
122,Jerry Jeudy,WR51,4490,CLE
123,Aaron Jones,RB37,4490,MIN
124,Michael Penix Jr.,QB22,4466,ATL
125,Colston Loveland,TE14,4458,CHI
126,Stefon Diggs,WR52,4457,NEP
127,Cedric Tillman,WR53,4442,CLE
128,Rashid Shaheed,WR54,4373,NOS
129,Cam Ward,QB23,4355,TEN
130,Cooper Kupp,WR55,4343,SEA
131,Harold Fannin,TE15,4271,CLE
132,Darnell Mooney,WR56,4245,ATL
133,Jayden Higgins,WR57,4240,HOU
134,Matthew Stafford,QB24,4218,LAR
135,Elic Ayomanor,WR58,4212,TEN
136,Dallas Goedert,TE16,4210,PHI
137,Braelon Allen,RB38,4190,NYJ
138,Marquise Brown,WR59,4167,KCC
139,Rhamondre Stevenson,RB39,4145,NEP
140,Troy Franklin,WR60,4128,DEN
141,Mark Andrews,TE17,4117,BAL
142,Tyjae Spears,RB40,4092,TEN
143,Dylan Sampson,RB41,4091,CLE
144,Bryce Young,QB25,4065,CAR
145,Wan'Dale Robinson,WR61,3997,NYG
146,Hunter Henry,TE18,3994,NEP
147,Sam Darnold,QB26,3977,SEA
148,Tyler Allgeier,RB42,3946,ATL
149,Ollie Gordon,RB43,3940,MIA
150,Philadelphia Eagles,DST2,3936,PHI
151,Luther Burden,WR62,3917,CHI
152,Nick Chubb,RB44,3915,HOU
153,Romeo Doubs,WR63,3915,GBP
154,Tory Horton,WR64,3883,SEA
155,Evan Engram,TE19,3882,DEN
156,Kaleb Johnson,RB45,3866,PIT
157,Brian Robinson,RB46,3823,SFO
158,Zach Ertz,TE20,3780,WAS
159,Rashod Bateman,WR65,3750,BAL
160,Marvin Mims,WR66,3749,DEN
161,Rachaad White,RB47,3736,TBB
162,Cade Otton,TE21,3675,TBB
163,Green Bay Packers,DST3,3663,GBP
164,Blake Corum,RB48,3660,LAR
165,Christian Kirk,WR67,3623,HOU
166,Alec Pierce,WR68,3611,IND
167,Isaiah Likely,TE22,3594,BAL
168,Kayshon Boutte,WR69,3564,NEP
169,Tre Harris,WR70,3494,LAC
170,Jaylin Noel,WR71,3464,HOU
171,Tua Tagovailoa,QB27,3453,MIA
172,Jerome Ford,RB49,3440,CLE
173,Jonnu Smith,TE23,3395,PIT
174,Joshua Palmer,WR72,3383,BUF
175,Tank Bigsby,RB51,3355,PHI
176,Ray Davis,RB52,3328,BUF
177,Jalen McMillan,WR73,3273,TBB
178,Minnesota Vikings,DST4,3272,MIN
179,Pat Freiermuth,TE24,3239,PIT
180,Chris Rodriguez,RB53,3227,WAS
181,Xavier Legette,WR74,3180,CAR
182,Baltimore Ravens,DST5,3171,BAL
183,Mason Taylor,TE25,3166,NYJ
184,Trevor Etienne,RB54,3166,CAR
185,Aaron Rodgers,QB28,3157,PIT
186,Ja'Tavion Sanders,TE26,3146,CAR
187,Elijah Arroyo,TE27,3137,SEA
188,Kenneth Gainwell,RB55,3106,PIT
189,San Francisco 49ers,DST6,3105,SFO
190,Joe Mixon,RB56,3092,HOU
191,Kansas City Chiefs,DST7,3087,KCC
192,Adonai Mitchell,WR77,3056,IND
193,Calvin Austin III,WR78,3053,PIT
194,Cole Kmet,TE28,3033,CHI
195,Najee Harris,RB57,3021,LAC
196,Christian Watson,WR79,2955,GBP
197,Kendre Miller,RB58,2928,NOS
198,Jaylen Wright,RB59,2907,MIA
199,Los Angeles Rams,DST8,2897,LAR
200,Chigoziem Okonkwo,TE29,2896,TEN
201,Kareem Hunt,RB60,2859,KCC
202,Pittsburgh Steelers,DST9,2843,PIT
203,Seattle Seahawks,DST10,2799,SEA
204,DeAndre Hopkins,WR80,2796,BAL
205,Austin Ekeler,RB61,2795,WAS
206,Buffalo Bills,DST11,2779,BUF
207,Darius Slayton,WR81,2775,NYG
208,Cameron Dicker,PK2,2774,LAC
209,Michael Mayer,TE30,2724,LVR
210,Detroit Lions,DST12,2718,DET
211,Los Angeles Chargers,DST13,2710,LAC
212,Sean Tucker,RB63,2692,TBB
213,Miles Sanders,RB62,2692,DAL
214,Dalton Schultz,TE31,2687,HOU
215,Will Shipley,RB64,2682,PHI
216,Jalen Royals,WR82,2679,KCC
217,Roschon Johnson,RB65,2588,CHI
218,Tyler Bass,PK3,2582,BUF
219,Luke Musgrave,TE32,2562,GBP
220,Dawson Knox,TE33,2559,BUF
221,Terrance Ferguson,TE34,2525,LAR
222,Evan McPherson,PK4,2524,CIN
223,Noah Fant,TE35,2511,CIN
224,Tank Dell,WR83,2493,HOU
225,Jake Elliott,PK5,2491,PHI
226,Mike Gesicki,TE36,2468,CIN
227,Adam Thielen,WR84,2416,MIN
228,Kendrick Bourne,WR85,2410,SFO
229,Roman Wilson,WR86,2404,PIT
230,Tyler Higbee,TE37,2385,LAR
231,Tampa Bay Buccaneers,DST14,2384,TBB
232,Dameon Pierce,RB66,2350,HOU
233,Jalen Milroe,QB29,2340,SEA
234,Curtis Samuel,WR87,2294,BUF
235,Darren Waller,TE38,2286,MIA
236,Houston Texans,DST15,2240,HOU
237,Tyquan Thornton,WR88,2226,KCC
238,MarShawn Lloyd,RB68,2201,GBP
239,Tyler Lockett,WR89,2199,LVR
240,Anthony Richardson,QB30,2184,IND
241,Dyami Brown,WR90,2182,JAC
242,Shedeur Sanders,QB31,2153,CLE
243,Noah Gray,TE39,2128,KCC
244,Josh Reynolds,WR91,2100,NYJ
245,Cleveland Browns,DST16,2076,CLE
246,Jahan Dotson,WR92,2053,PHI
247,Elijah Moore,WR93,2034,BUF
248,Luke McCaffrey,WR94,2024,WAS
249,Jalen Tolbert,WR96,2007,DAL
250,Tutu Atwell,WR95,2007,LAR
251,Spencer Rattler,QB32,2002,NOS
252,Chris Boswell,PK6,1956,PIT
253,Washington Commanders,DST17,1912,WAS
254,Devin Neal,RB69,1907,NOS
255,Xavier Hutchinson,WR97,1898,HOU
256,Harrison Butker,PK7,1858,KCC
257,Isaiah Bond,WR98,1840,CLE
258,Jonathon Brooks,RB70,1821,CAR
259,Chicago Bears,DST18,1810,CHI
260,Russell Wilson,QB33,1794,NYG
261,Jordan James,RB71,1772,SFO
262,Hunter Renfrow,WR99,1768,CAR
263,Devin Singletary,RB72,1647,NYG
264,Tez Johnson,WR103,1621,TBB
265,New England Patriots,DST19,1618,NEP
266,Jermaine Burton,WR104,1551,CIN
267,Demarcus Robinson,WR105,1540,SFO
268,Younghoe Koo,PK9,1441,NYG
269,New York Jets,DST20,1438,NYJ
270,New York Giants,DST21,1412,NYG
271,Mac Jones,QB34,1390,SFO
272,Jalin Hyatt,WR107,1365,NYG
273,Brandin Cooks,WR109,1315,NOS
274,Elijah Mitchell,RB74,1297,KCC
275,Gunnar Helm,TE41,1293,TEN
276,John Metchie,WR110,1283,PHI
277,Dillon Gabriel,QB35,1270,CLE
278,Ty Chandler,RB75,1266,MIN
279,Michael Carter,RB76,1252,ARI
280,Velus Jones,WR111,1238,FA
281,Indianapolis Colts,DST22,1195,IND
282,Jason Myers,PK10,1190,SEA
283,Taysom Hill,TE42,1189,NOS
284,Zay Jones,WR114,1159,ARI
285,Daniel Carlson,PK11,1158,LVR
286,Carson Wentz,QB37,1154,MIN
287,Johnny Wilson,WR118,1148,PHI
288,Cade Stover,TE45,1142,HOU
289,Malik Willis,QB39,1141,GBP
290,Damien Martinez,RB85,1138,SEA
291,Xavier Restrepo,WR127,1133,TEN
292,Khalil Herbert,RB88,1132,NYJ
293,JuJu Smith-Schuster,WR128,1131,KCC
294,Will Howard,QB43,1122,PIT
295,Audric Estime,RB90,1121,NOS
296,Matt Gay,PK12,1119,WAS
297,Deshaun Watson,QB45,1110,CLE
298,Logan Thomas,TE50,1108,FA
299,Denzel Mims,WR138,1104,FA
300,Jason Sanders,PK14,1099,MIA
301,Sam Howell,QB48,1097,PHI
302,Derek Carr,QB50,1091,FA
303,Ryan Tannehill,QB51,1091,FA
304,Rondale Moore,WR146,1089,MIN
305,Quinn Ewers,QB52,1083,MIA
306,Robert Tonyan,TE54,1074,KCC
307,Gus Edwards,RB113,1074,FA
308,Jaheim Bell,TE55,1060,PHI
309,Marquez Valdes-Scantling,WR149,1057,FA
310,Donald Parham,TE56,1051,PIT
311,Brandon McManus,PK15,1049,GBP
312,Jacob Cowing,WR150,1047,SFO
313,Raheem Mostert,RB120,1038,LVR
314,KJ Hamler,WR154,1038,FA
315,Riley Leonard,QB53,1033,IND
316,Van Jefferson,WR156,1031,TEN
317,Laviska Shenault,WR157,1030,FA
318,Jaxson Dart,QB54,1025,NYG
319,Tyler Shough,QB55,1025,NOS
320,Jake Moody,PK17,1023,CHI
321,Matt Prater,PK16,1023,BUF
322,Jake Bates,PK18,1021,DET
323,Kirk Cousins,QB56,1019,ATL
324,Tyrion Davis-Price,RB125,1018,FA
325,Ja'Lynn Polk,WR161,1000,NOS
326,Kenny McIntosh,RB130,994,SEA
327,Jameis Winston,QB57,983,NYG
328,Russell Gage,WR164,982,SFO
329,Wil Lutz,PK19,980,DEN
330,Joey Slye,PK20,956,TEN
331,Graham Gano,PK21,945,NYG
332,Arizona Cardinals,DST23,942,ARI
333,Skyy Moore,WR174,931,SFO
334,Ka'imi Fairbairn,PK22,928,HOU
335,Marquez Callaway,WR176,923,FA
336,Hassan Haskins,RB145,922,LAC
337,Gabriel Davis,WR180,909,BUF
338,Michael Pratt,QB59,834,FA
339,Leonard Fournette,RB155,806,FA
340,James Robinson,RB156,805,FA
341,Cairo Santos,PK25,777,CHI
342,Chase McLaughlin,PK28,724,TBB
343,Jacksonville Jaguars,DST24,723,JAC
344,Will Reichard,PK29,696,MIN
345,Isaiah Spiller,RB168,670,FA
346,Dallas Cowboys,DST25,658,DAL
347,Tyler Loop,PK32,522,BAL
348,Las Vegas Raiders,DST26,456,LVR
349,Atlanta Falcons,DST27,378,ATL
350,Cincinnati Bengals,DST28,343,CIN
351,Cam Little,PK39,312,JAC
352,Tennessee Titans,DST29,305,TEN
353,Joshua Karty,PK43,238,LAR
354,Spencer Shrader,PK44,231,IND
355,Riley Patterson,PK47,193,MIA
356,Nick Folk,PK48,186,NYJ
357,Tyrod Taylor,QB81,184,NYJ
358,Carolina Panthers,DST30,156,CAR
359,Blake Grupe,PK55,142,NOS
360,New Orleans Saints,DST31,128,NOS
361,Miami Dolphins,DST32,116,MIA
362,Andres Borregales,PK59,110,NEP
363,John Parker Romo,PK60,108,ATL
364,Matthew Wright,PK62,93,WAS
365,Lucas Havrisik,PK66,76,GBP
366,Chad Ryland,PK68,75,ARI
367,Andre Szmyt,PK72,69,CLE
368,Mike Badgley,PK76,55,IND
369,Ryan Fitzgerald,PK88,25,CAR
370,Jude McAtamney,PK104,0,NYG
371,Eddy Pineiro,PK94,0,SFO
372,2027 Early 1st,PICK,5210.0,FA
373,2026 Early 1st,PICK,5109.0,FA
374,2027 Mid 1st,PICK,4635.0,FA
375,2026 Mid 1st,PICK,4574.0,FA
376,2028 Early 1st,PICK,4482.0,FA
377,2026 Late 1st,PICK,4319.0,FA
378,2027 Late 1st,PICK,4312.0,FA
379,2028 Mid 1st,PICK,4094.0,FA
380,Oronde Gadsden,TE8,3838.0,LAC
381,2028 Late 1st,PICK,3821.0,FA
382,2026 Early 2nd,PICK,3447.0,FA
383,Woody Marks,RB29,3434.0,HOU
384,2027 Early 2nd,PICK,3385.0,FA
385,Bhayshul Tuten,RB33,3248.0,JAC
386,Rico Dowdle,RB34,3151.0,CAR
387,2026 Mid 2nd,PICK,3110.0,FA
388,2027 Mid 2nd,PICK,3090.0,FA
389,2028 Early 2nd,PICK,2996.0,FA
390,2026 Late 2nd,PICK,2931.0,FA
391,2027 Late 2nd,PICK,2868.0,FA
392,2028 Mid 2nd,PICK,2800.0,FA
393,Isaac TeSlaa,WR60,2706.0,DET
394,Brenton Strange,TE18,2672.0,JAC
395,Kyle Monangai,RB45,2660.0,CHI
396,Jalen Coker,WR63,2646.0,CAR
397,2028 Late 2nd,PICK,2611.0,FA
398,Tre Tucker,WR64,2601.0,LVR
399,Dont'e Thornton,WR69,2469.0,LVR
400,Jaydon Blue,RB50,2421.0,DAL
401,Brashard Smith,RB51,2386.0,KCC
402,Jack Bech,WR71,2362.0,LVR
403,Kyle Williams,WR72,2354.0,NEP
404,Theo Johnson,TE24,2349.0,NYG
405,Pat Bryant,WR75,2302.0,DEN
406,2026 Early 3rd,PICK,2280.0,FA
407,DJ Giddens,RB53,2266.0,IND
408,Malik Washington,WR82,2142.0,MIA
409,2027 Early 3rd,PICK,2127.0,FA
410,2026 Mid 3rd,PICK,2091.0,FA
411,Demario Douglas,WR84,2078.0,NEP
412,Dontayvion Wicks,WR85,2077.0,GBP
413,2027 Mid 3rd,PICK,2075.0,FA
414,AJ Barner,TE29,2041.0,SEA
415,Kimani Vidal,RB60,1986.0,LAC
416,2028 Early 3rd,PICK,1981.0,FA
417,Keaton Mitchell,RB63,1960.0,BAL
418,2026 Late 3rd,PICK,1927.0,FA
419,Parker Washington,WR90,1909.0,JAC
420,Isaiah Davis,RB64,1872.0,NYJ
421,2027 Late 3rd,PICK,1856.0,FA
422,Chimere Dike,WR91,1842.0,TEN
423,Geno Smith,QB30,1838.0,LVR
424,Jaylin Lane,WR94,1799.0,WAS
425,Tahj Brooks,RB67,1796.0,CIN
426,2028 Mid 3rd,PICK,1729.0,FA
427,Ben Sinnott,TE37,1697.0,WAS
428,Jarquez Hunter,RB71,1677.0,LAR
429,Michael Wilson,WR99,1648.0,ARI
430,2028 Late 3rd,PICK,1636.0,FA
431,LeQuint Allen,RB74,1619.0,JAC
432,Jake Tonges,TE39,1589.0,SFO
433,2026 Early 4th,PICK,1586.0,FA
434,KeAndre Lambert-Smith,WR102,1574.0,LAC
435,Savion Williams,WR103,1558.0,GBP
436,Jalen Nailor,WR104,1538.0,MIN
437,Jimmy Horn,WR105,1515.0,CAR
438,Justice Hill,RB79,1512.0,BAL
439,Isaac Guerendo,RB80,1505.0,SFO
440,Emanuel Wilson,RB81,1498.0,GBP
441,2027 Early 4th,PICK,1494.0,FA
442,2026 Mid 4th,PICK,1491.0,FA
443,Jordan Whittington,WR107,1462.0,LAR
444,2027 Mid 4th,PICK,1444.0,FA
445,Andrei Iosivas,WR110,1385.0,CIN
446,2028 Early 4th,PICK,1370.0,FA
447,2026 Late 4th,PICK,1345.0,FA
448,Ryan Flournoy,WR113,1343.0,DAL
449,Darnell Washington,TE44,1293.0,PIT
450,Efton Chism,WR114,1285.0,NEP
451,Devontez Walker,WR115,1281.0,BAL
452,KaVontae Turpin,WR116,1279.0,DAL
453,2027 Late 4th,PICK,1278.0,FA
454,Tommy Tremble,TE45,1270.0,CAR
455,Bam Knight,RB85,1270.0,ARI
456,2028 Mid 4th,PICK,1253.0,FA
457,Olamide Zaccheaus,WR119,1253.0,CHI
458,Tai Felton,WR120,1250.0,MIN
459,Jeremy McNichols,RB86,1250.0,WAS
460,Emari Demercado,RB87,1245.0,ARI
461,Trey Palmer,WR121,1245.0,NOS
462,Joe Milton,QB37,1243.0,DAL
463,Daniel Bellinger,TE46,1223.0,NYG
464,2028 Late 4th,PICK,1202.0,FA
465,Tyler Goodson,RB89,1185.0,IND
466,Kalel Mullings,RB90,1166.0,TEN
467,Ty Johnson,RB91,1162.0,BUF
468,Jaleel McLaughlin,RB92,1154.0,DEN
469,Sterling Shepard,WR126,1151.0,TBB
470,Jordan Watkins,WR127,1143.0,SFO
471,Tahj Washington,WR129,1125.0,MIA
472,Devaughn Vele,WR131,1108.0,NOS
473,Luke Schoonmaker,TE50,1100.0,DAL
474,Greg Dortch,WR132,1077.0,ARI
475,Jake Browning,QB40,1064.0,CIN
476,Raheim Sanders,RB95,1059.0,CLE
477,Donovan Edwards,RB98,1034.0,WAS
478,Tyler Badie,RB97,1034.0,DEN
479,Phil Mafah,RB100,1026.0,DAL
480,Nick Westbrook-Ikhine,WR133,1020.0,MIA
481,Malachi Corley,WR134,1013.0,CLE
482,Arian Smith,WR135,1010.0,NYJ
483,Chris Brooks,RB101,1006.0,GBP
484,Colby Parkinson,TE52,1004.0,LAR
485,Elijah Higgins,TE53,994.0,ARI
486,Jamari Thrash,WR136,991.0,CLE
487,Jonathan Mingo,WR137,985.0,DAL
488,Zavier Scott,RB102,978.0,MIN
489,Noah Brown,WR138,975.0,WAS
490,Antonio Gibson,RB103,975.0,NEP
491,Javon Baker,WR140,966.0,PHI
492,Erick All,TE54,958.0,CIN
493,Ray-Ray McCloud,WR142,938.0,NYG
494,Zamir White,RB104,923.0,LVR
495,Will Dissly,TE55,919.0,LAC
496,Jake Bobo,WR144,917.0,SEA
497,Rasheen Ali,RB105,912.0,BAL
498,Davis Allen,TE56,910.0,LAR
499,Kameron Johnson,WR145,908.0,TBB
500,Greg Dulcich,TE57,887.0,MIA
501,Frank Gore Jr.,RB107,880.0,BUF
502,Tyler Conklin,TE58,875.0,LAC
503,Tyler Johnson,WR147,857.0,NYJ
504,Julius Chestnut,RB108,855.0,TEN
505,Konata Mumpfield,WR149,842.0,LAR
506,Israel Abanikanda,RB109,840.0,GBP
507,Joe Flacco,QB44,839.0,CIN
508,Tylan Wallace,WR150,837.0,BAL
509,AJ Dillon,RB110,834.0,PHI
510,Mason Tipton,WR151,830.0,NOS
511,Ainias Smith,WR152,827.0,CAR
512,Treylon Burks,WR155,814.0,WAS
513,Bub Means,WR156,814.0,NOS
514,Cam Akers,RB112,811.0,MIN
515,Lil'Jordan Humphrey,WR158,806.0,NYG
516,Brevin Jordan,TE59,796.0,HOU
517,Jared Wiley,TE60,796.0,KCC
518,Dylan Laube,RB113,793.0,LVR
519,Mack Hollins,WR159,791.0,NEP
520,Bo Melton,WR161,782.0,GBP
521,Deuce Vaughn,RB114,776.0,DEN
522,Brock Wright,TE61,765.0,DET
523,LaJohntay Wester,WR162,762.0,BAL
524,Grant Calcaterra,TE63,754.0,PHI
525,Josh Oliver,TE64,748.0,MIN
526,Jeremy Ruckert,TE65,738.0,NYJ
527,Allen Lazard,WR163,735.0,NYJ
528,Samaje Perine,RB115,734.0,CIN
529,Adam Trautman,TE66,734.0,DEN
530,Derius Davis,WR165,730.0,LAC
531,Kendall Milton,RB117,715.0,CIN
532,Xavier Gipson,WR168,705.0,PHI
533,Malik Heath,WR169,691.0,GBP
534,Alexander Mattison,RB118,683.0,MIA
535,Thomas Fidone,TE67,675.0,NYG
536,David Bell,WR170,674.0,CLE
537,Harrison Bryant,TE68,669.0,HOU
538,Sione Vaki,RB119,653.0,DET
539,Isaiah Hodgins,WR172,642.0,PIT
540,Trey Sermon,RB120,638.0,PIT
541,Kenny Pickett,QB49,623.0,LVR
542,Mecole Hardman,WR173,620.0,GBP
543,Tim Patrick,WR174,596.0,JAC
544,Mitchell Evans,TE69,586.0,CAR
545,Kalif Raymond,WR175,585.0,DET
546,Kalif Raymond,WR175,582.0,DET
547,Trey Lance,QB51,575.0,LAC
548,Austin Hooper,TE70,570.0,NEP
549,Foster Moreau,TE71,550.0,NOS
550,Zach Wilson,QB52,542.0,MIA
551,Irv Smith,TE72,525.0,FA
552,Travis Homer,RB123,511.0,CHI
553,Will Levis,QB53,510.0,TEN
554,Hunter Long,TE73,508.0,JAC
555,Aidan O'Connell,QB54,503.0,LVR
556,Justin Watson,WR177,503.0,HOU
557,Jelani Woods,TE74,493.0,NYJ
558,Trayveon Williams,RB124,481.0,LAC
559,George Holani,RB125,462.0,SEA
560,Justin Shorter,WR178,447.0,FA
561,Pierre Strong Jr.,RB126,435.0,GBP
562,Tanner McKee,QB55,426.0,PHI
563,Scotty Miller,WR179,416.0,PIT
564,Drew Lock,QB56,415.0,SEA
565,Rakim Jarrett,WR180,410.0,PIT
566,Ben Skowronek,WR181,408.0,PIT
567,Tip Reiman,TE75,393.0,ARI
568,Ashton Dulin,WR182,381.0,IND
569,Jacoby Brissett,QB57,378.0,ARI
570,Devin Duvernay,WR183,369.0,CHI
571,Kylen Granson,TE76,356.0,PHI
572,Drew Sample,TE77,354.0,CIN
573,Tyler Huntley,QB58,353.0,BAL
574,Craig Reynolds,RB127,345.0,DET
575,Charlie Kolar,TE79,343.0,BAL
576,Charlie Jones,WR184,338.0,CIN
577,Stone Smartt,TE80,337.0,NYJ
578,Lucas Krull,TE81,311.0,DEN
579,Donovan Peoples-Jones,WR189,302.0,FA
580,Gardner Minshew,QB62,298.0,KCC
581,Mason Rudolph,QB63,298.0,PIT
582,Dorian Thompson-Robinson,QB66,298.0,FA
583,Deven Thompkins,WR207,282.0,ATL
584,Marcus Mariota,QB69,274.0,WAS
585,Kyle McCord,QB72,197.0,PHI
586,Tyson Bagent,QB73,192.0,CHI
587,Andy Dalton,QB74,190.0,CAR
588,Davis Mills,QB76,180.0,HOU
589,Stetson Bennett,QB79,170.0,LAR
590,Jimmy Garoppolo,QB95,78.0,LAR
